,devs,genders,countries
85207,2087464,male,None
85208,142210,male,None
85209,177163,male,None
85210,491119,None,None
85211,697427,male,None
85212,147115,male,united kingdom
85213,177162,female,united kingdom
85214,193431,male,canada
85215,104844,male,new zealand
85216,6828,male,None
85217,677418,male,germany
85218,88717,male,australia
85219,334628,male,None
85220,152172,male,None
85221,533277,male,None
85222,317579,male,None
85223,326239,male,switzerland
85224,1703144,male,united states
85225,1328437,male,switzerland
85226,56356,female,None
85227,18830,male,japan
85228,1171211,male,france
85229,248398,male,united states
85230,2352,male,united states
85231,2804368,male,united states
85232,171865,male,united states
85233,965359,female,None
85234,163949,male,united kingdom
85235,212333,male,philippines
85236,354429,None,None
85237,300836,male,united states
85238,950587,None,None
85239,338564,male,united states
85240,510315,male,None
85241,523268,male,None
85242,523266,male,None
85243,165420,male,sweden
85244,269818,male,sweden
85245,28895,male,sweden
85246,269816,female,None
85247,343360,male,None
85248,96408,male,sweden
85249,162660,male,sweden
85250,116560,male,sweden
85251,199310,male,sweden
85252,1131451,male,sweden
85253,1176446,male,sweden
85254,2061366,None,None
85255,1960290,male,None
85256,1960453,female,canada
85257,169462,male,None
85258,2142859,male,canada
85259,464588,None,None
85260,1961254,male,None
85261,1530314,male,None
85262,2110913,female,canada
85263,107381,male,finland
85264,107379,female,None
85265,107390,male,finland
85266,107384,None,finland
85267,1661741,male,None
85268,927199,male,None
85269,419175,male,None
85270,26558,None,None
85271,1850352,male,None
85272,2409226,male,None
85273,2078168,male,None
85274,1896476,male,None
85275,1469724,female,None
85276,1919183,male,None
85277,1885670,male,None
85278,677200,male,None
85279,1910851,male,None
85280,2564205,male,switzerland
85281,2078170,male,None
85282,2293258,male,germany
85283,59516,male,france
85284,1678837,male,None
85285,1729846,None,None
85286,95507,male,united states
85287,1716469,male,None
85288,158651,male,None
85289,2239925,male,None
85290,653175,male,None
85291,653179,None,None
85292,222770,male,ukraine
85293,214075,None,None
85294,1060336,male,united states
85295,2958761,None,None
85296,426446,male,None
85297,989431,male,None
85298,2489004,None,None
85299,2306935,female,None
85300,227921,male,None
85301,510027,male,None
85302,2234209,male,None
85303,123781,male,None
85304,1765613,male,None
85305,1320126,None,None
85306,38466,male,united states
85307,4683,male,united states
85308,901100,male,united states
85309,84177,male,united states
85310,695769,female,canada
85311,524400,male,united kingdom
85312,274527,None,None
85313,45615,male,japan
85314,330389,None,None
85315,92875,male,None
85316,92896,male,None
85317,388962,male,None
85318,971203,male,None
85319,369818,male,united states
85320,900402,male,united states
85321,1184848,male,None
85322,123978,male,None
85323,589238,male,None
85324,123974,male,None
85325,1101472,male,None
85326,123976,male,None
85327,1369070,male,None
85328,1340289,male,slovakia
85329,1005611,None,None
85330,1369646,male,None
85331,108230,male,None
85332,649948,male,None
85333,428102,None,None
85334,428098,male,None
85335,1782273,male,None
85336,92271,male,None
85337,1841492,male,united states
85338,960040,male,None
85339,832697,male,united states
85340,836855,male,None
85341,2116776,male,united kingdom
85342,64031,None,united states
85343,1413639,male,None
85344,946506,male,united states
85345,220175,male,None
85346,37671,male,None
85347,1005185,male,india
85348,12303,male,None
85349,228033,male,greece
85350,441299,male,None
85351,1224975,male,denmark
85352,222293,None,None
85353,2437869,male,None
85354,137225,male,None
85355,32369,male,None
85356,32348,male,None
85357,32368,None,None
85358,15792,male,united states
85359,341213,male,None
85360,216992,male,ukraine
85361,341216,male,None
85362,341218,male,russia
85363,45048,male,None
85364,631318,male,spain
85365,30461,male,canada
85366,586569,male,united states
85367,211010,male,canada
85368,386732,male,None
85369,335896,female,canada
85370,25168,male,united kingdom
85371,64009,None,india
85372,1105254,male,australia
85373,321484,male,new zealand
85374,321453,male,None
85375,321451,male,new zealand
85376,321389,male,united kingdom
85377,985626,None,None
85378,288934,male,new zealand
85379,1492512,None,None
85380,998286,None,None
85381,220295,male,poland
85382,188967,male,poland
85383,213350,male,poland
85384,177226,female,united states
85385,64197,female,united states
85386,87251,male,brazil
85387,64194,female,None
85388,223219,male,germany
85389,1467799,male,None
85390,86491,male,united states
85391,365477,male,None
85392,1486247,None,None
85393,597144,male,united states
85394,471844,male,None
85395,434445,male,None
85396,328256,male,france
85397,785088,female,None
85398,564660,male,None
85399,297425,male,india
85400,1155105,male,None
85401,35565,male,None
85402,299881,male,russia
85403,46128,male,united states
85404,386018,male,united states
85405,39657,None,united states
85406,2882619,None,None
85407,232541,male,None
85408,2542765,male,None
85409,1931380,male,united states
85410,239712,male,None
85411,757341,male,None
85412,239461,male,romania
85413,130365,male,None
85414,2546403,male,None
85415,157379,male,united states
85416,161780,male,united states
85417,273218,male,None
85418,556026,male,None
85419,237011,male,canada
85420,61018,male,None
85421,1333061,None,None
85422,88671,male,united states
85423,1133375,male,ukraine
85424,290137,male,None
85425,89495,male,united states
85426,1089966,male,czech republic
85427,106442,male,united states
85428,208152,male,None
85429,217865,male,None
85430,495953,None,germany
85431,23401,male,germany
85432,706690,male,None
85433,110625,male,None
85434,54330,male,None
85435,472040,male,germany
85436,330676,male,denmark
85437,110270,male,None
85438,1499229,None,None
85439,65040,None,None
85440,1209482,male,sweden
85441,49723,male,sweden
85442,115018,male,united states
85443,372572,male,united states
85444,2060816,male,united states
85445,49119,male,united states
85446,356801,male,united states
85447,10867,None,australia
85448,771038,male,None
85449,873784,male,None
85450,198197,male,None
85451,303666,male,finland
85452,1699988,None,None
85453,799087,None,None
85454,118986,None,None
85455,168925,None,china
85456,61604,male,None
85457,36081,male,None
85458,970584,male,united states
85459,136470,male,None
85460,136468,male,germany
85461,136472,male,germany
85462,136467,male,germany
85463,310205,male,italy
85464,1943623,None,None
85465,458426,female,None
85466,937386,male,None
85467,642318,male,None
85468,860779,male,portugal
85469,143125,male,None
85470,140138,male,united states
85471,68744,male,switzerland
85472,219306,male,portugal
85473,25009,male,united states
85474,197357,male,None
85475,104446,male,united kingdom
85476,206378,male,united states
85477,1410485,male,None
85478,212356,male,None
85479,384528,male,None
85480,132547,male,united kingdom
85481,684295,male,united states
85482,1589966,male,switzerland
85483,1615490,male,None
85484,2152280,None,None
85485,17507,male,None
85486,1057400,male,None
85487,223917,male,united states
85488,1919186,None,None
85489,2293326,male,None
85490,2578406,male,None
85491,190297,male,norway
85492,13092,male,norway
85493,600096,male,None
85494,2665,None,None
85495,74691,male,united states
85496,1216823,male,None
85497,59909,male,united kingdom
85498,94194,male,None
85499,94217,male,None
85500,42252,male,None
85501,26974,male,None
85502,1345683,male,None
85503,42216,male,germany
85504,59393,None,None
85505,91335,male,ukraine
85506,672461,male,bahrain
85507,17451,male,united states
85508,995233,male,None
85509,364618,None,netherlands
85510,738690,male,greece
85511,738752,male,None
85512,371483,male,None
85513,35970,male,united states
85514,10185,male,spain
85515,268718,male,None
85516,298913,None,None
85517,18562,male,None
85518,6132,male,finland
85519,397453,male,finland
85520,1508816,None,None
85521,1429048,male,None
85522,1402570,male,france
85523,1402569,female,None
85524,1036831,male,None
85525,1773644,female,None
85526,1743385,None,united kingdom
85527,286007,male,united kingdom
85528,1919893,male,None
85529,1882935,female,None
85530,2815012,male,None
85531,1984558,female,None
85532,1422208,male,None
85533,1991412,male,None
85534,413176,male,sweden
85535,438200,male,None
85536,320646,male,None
85537,267051,male,united states
85538,474028,male,None
85539,21256,male,None
85540,354108,male,None
85541,394113,male,australia
85542,1560800,male,None
85543,220009,male,None
85544,321286,male,brazil
85545,165191,None,brazil
85546,430311,male,None
85547,430327,male,None
85548,430320,male,None
85549,430323,male,None
85550,430309,male,None
85551,68082,male,united states
85552,542405,male,None
85553,688634,None,None
85554,2540869,male,united states
85555,573022,male,None
85556,133993,None,None
85557,482921,male,None
85558,1092322,male,None
85559,151788,None,None
85560,494625,male,None
85561,1339848,male,None
85562,89035,male,None
85563,317399,male,None
85564,274605,None,united states
85565,20305,male,None
85566,51442,male,united states
85567,453705,None,united states
85568,101024,male,united states
85569,7782,male,sweden
85570,38526,male,None
85571,362768,male,germany
85572,1092176,male,None
85573,514669,None,None
85574,108857,male,None
85575,361904,male,None
85576,617342,male,None
85577,37807,male,australia
85578,447751,None,None
85579,585122,male,None
85580,914997,male,united states
85581,1902060,male,None
85582,881736,male,None
85583,1499673,male,None
85584,1220892,None,None
85585,744884,female,None
85586,2146601,None,None
85587,38364,male,None
85588,181436,None,None
85589,1976027,None,None
85590,2064842,male,united states
85591,355357,male,united states
85592,165682,male,united states
85593,559341,male,None
85594,164827,None,thailand
85595,493030,None,None
85596,71555,None,None
85597,1319282,male,united states
85598,109324,None,None
85599,74503,male,None
85600,110515,male,united states
85601,2435663,male,None
85602,1631850,None,None
85603,315758,male,united states
85604,130831,male,germany
85605,575606,None,None
85606,67669,male,None
85607,735587,male,None
85608,735579,male,None
85609,735583,male,None
85610,735600,male,None
85611,735595,male,None
85612,223176,male,None
85613,192983,male,united states
85614,124504,male,united states
85615,518155,male,None
85616,863413,male,None
85617,557850,male,None
85618,557872,male,None
85619,11866,male,united kingdom
85620,484186,male,None
85621,1434909,male,united states
85622,2238968,male,united states
85623,29592,male,united states
85624,728998,male,united states
85625,1550485,male,None
85626,106548,male,None
85627,1435139,male,None
85628,860772,female,None
85629,341416,None,None
85630,341414,male,None
85631,1395279,None,None
85632,311320,male,singapore
85633,1001250,male,None
85634,2162861,male,None
85635,537312,male,denmark
85636,2152533,None,None
85637,142263,male,None
85638,694100,male,None
85639,322160,male,greece
85640,362555,male,None
85641,362558,male,sweden
85642,362565,female,None
85643,351998,male,None
85644,1140856,male,united states
85645,1833416,female,None
85646,2352668,male,None
85647,428180,male,united states
85648,3695,male,switzerland
85649,1293666,male,None
85650,186033,None,None
85651,1293653,male,None
85652,425027,male,switzerland
85653,131742,male,None
85654,903953,male,None
85655,100315,male,None
85656,1705965,male,None
85657,39668,male,None
85658,50231,male,united states
85659,195140,male,united states
85660,43949,None,None
85661,1525580,None,None
85662,1396407,female,None
85663,248014,male,None
85664,5639,male,france
85665,34434,male,united states
85666,1599862,None,None
85667,2184116,None,None
85668,710046,male,None
85669,69749,male,None
85670,302603,male,None
85671,2603323,male,united kingdom
85672,1015201,None,None
85673,330866,male,brazil
85674,330870,male,None
85675,35384,male,brazil
85676,2085873,None,None
85677,1455379,male,None
85678,90122,male,None
85679,340296,male,None
85680,98970,male,united kingdom
85681,547778,male,None
85682,1419336,male,None
85683,53713,male,None
85684,2141136,None,None
85685,79519,male,france
85686,1558540,male,None
85687,110922,male,luxembourg
85688,151946,None,None
85689,79448,male,france
85690,948609,male,None
85691,2473422,male,None
85692,217742,male,denmark
85693,1061245,male,france
85694,604333,male,None
